nama,re,alpha,cl,cd,cm,img,dibuat,diubah,cpx,mach
naca1410,500000,10,1.1464,0.01924,-0.013,airfoil/naca1410_sdf_500000_0.0_10.jpg,2021-11-19 09:42:17.451251 +00:00,2021-11-19 09:42:17.451251 +00:00,"[{""x"": 1.0, ""cpv"": 0.113}, {""x"": 0.9733, ""cpv"": 0.08}, {""x"": 0.9282, ""cpv"": 0.018}, {""x"": 0.8791, ""cpv"": -0.052}, {""x"": 0.8308, ""cpv"": -0.12}, {""x"": 0.7816, ""cpv"": -0.186}, {""x"": 0.732, ""cpv"": -0.251}, {""x"": 0.6825, ""cpv"": -0.314}, {""x"": 0.6085, ""cpv"": -0.41}, {""x"": 0.5591, ""cpv"": -0.478}, {""x"": 0.5097, ""cpv"": -0.549}, {""x"": 0.4603, ""cpv"": -0.627}, {""x"": 0.4111, ""cpv"": -0.712}, {""x"": 0.3622, ""cpv"": -0.808}, {""x"": 0.3136, ""cpv"": -0.912}, {""x"": 0.2651, ""cpv"": -1.025}, {""x"": 0.1932, ""cpv"": -1.24}, {""x"": 0.1462, ""cpv"": -1.428}, {""x"": 0.1006, ""cpv"": -1.701}, {""x"": 0.0588, ""cpv"": -2.157}, {""x"": 0.0283, ""cpv"": -3.221}, {""x"": 0.0118, ""cpv"": -4.139}, {""x"": 0.0042, ""cpv"": -4.851}, {""x"": 0.0001, ""cpv"": -5.182}, {""x"": 0.0, ""cpv"": -4.13}, {""x"": 0.0037, ""cpv"": -0.018}, {""x"": 0.0104, ""cpv"": 0.868}, {""x"": 0.0248, ""cpv"": 0.978}, {""x"": 0.0526, ""cpv"": 0.787}, {""x"": 0.0937, ""cpv"": 0.597}, {""x"": 0.1399, ""cpv"": 0.469}, {""x"": 0.1877, ""cpv"": 0.388}, {""x"": 0.2606, ""cpv"": 0.312}, {""x"": 0.3101, ""cpv"": 0.283}, {""x"": 0.3594, ""cpv"": 0.234}, {""x"": 0.4077, ""cpv"": 0.196}, {""x"": 0.456, ""cpv"": 0.192}, {""x"": 0.5053, ""cpv"": 0.194}, {""x"": 0.5551, ""cpv"": 0.181}, {""x"": 0.6048, ""cpv"": 0.162}, {""x"": 0.6793, ""cpv"": 0.147}, {""x"": 0.7293, ""cpv"": 0.139}, {""x"": 0.7793, ""cpv"": 0.132}, {""x"": 0.8291, ""cpv"": 0.124}, {""x"": 0.878, ""cpv"": 0.118}, {""x"": 0.9274, ""cpv"": 0.114}, {""x"": 0.9731, ""cpv"": 0.114}, {""x"": 1.0, ""cpv"": 0.113}]",0
naca1412,500000,-10,-0.9766,0.01824,-0.0267,airfoil/naca1412_sdf_500000_0.0_-10.jpg,2021-11-19 09:55:15.331828 +00:00,2021-11-19 09:55:15.331828 +00:00,"[{""x"": 1.0, ""cpv"": 0.128}, {""x"": 0.9714, ""cpv"": 0.119}, {""x"": 0.9243, ""cpv"": 0.096}, {""x"": 0.8725, ""cpv"": 0.075}, {""x"": 0.8206, ""cpv"": 0.062}, {""x"": 0.7681, ""cpv"": 0.055}, {""x"": 0.7154, ""cpv"": 0.053}, {""x"": 0.6628, ""cpv"": 0.054}, {""x"": 0.584, ""cpv"": 0.062}, {""x"": 0.5315, ""cpv"": 0.071}, {""x"": 0.4791, ""cpv"": 0.084}, {""x"": 0.4269, ""cpv"": 0.1}, {""x"": 0.375, ""cpv"": 0.124}, {""x"": 0.3237, ""cpv"": 0.158}, {""x"": 0.2729, ""cpv"": 0.208}, {""x"": 0.2226, ""cpv"": 0.276}, {""x"": 0.1495, ""cpv"": 0.43}, {""x"": 0.1037, ""cpv"": 0.58}, {""x"": 0.0645, ""cpv"": 0.771}, {""x"": 0.0371, ""cpv"": 0.946}, {""x"": 0.0202, ""cpv"": 0.992}, {""x"": 0.0099, ""cpv"": 0.719}, {""x"": 0.0039, ""cpv"": -0.132}, {""x"": 0.0002, ""cpv"": -3.181}, {""x"": 0.0, ""cpv"": -4.489}, {""x"": 0.0029, ""cpv"": -5.461}, {""x"": 0.0079, ""cpv"": -5.028}, {""x"": 0.0166, ""cpv"": -4.422}, {""x"": 0.031, ""cpv"": -3.763}, {""x"": 0.0544, ""cpv"": -2.53}, {""x"": 0.0903, ""cpv"": -1.935}, {""x"": 0.1356, ""cpv"": -1.533}, {""x"": 0.2098, ""cpv"": -1.14}, {""x"": 0.261, ""cpv"": -0.958}, {""x"": 0.313, ""cpv"": -0.814}, {""x"": 0.3655, ""cpv"": -0.698}, {""x"": 0.4183, ""cpv"": -0.6}, {""x"": 0.4711, ""cpv"": -0.514}, {""x"": 0.5241, ""cpv"": -0.437}, {""x"": 0.5773, ""cpv"": -0.365}, {""x"": 0.6572, ""cpv"": -0.266}, {""x"": 0.7105, ""cpv"": -0.204}, {""x"": 0.7641, ""cpv"": -0.143}, {""x"": 0.8175, ""cpv"": -0.082}, {""x"": 0.8703, ""cpv"": -0.021}, {""x"": 0.9231, ""cpv"": 0.041}, {""x"": 0.9711, ""cpv"": 0.096}, {""x"": 1.0, ""cpv"": 0.128}]",0
naca1412,500000,-9,-0.8979,0.01671,-0.0211,airfoil/naca1412_sdf_500000_0.0_-9.jpg,2021-11-19 09:55:15.331828 +00:00,2021-11-19 09:55:15.331828 +00:00,"[{""x"": 1.0, ""cpv"": 0.126}, {""x"": 0.9714, ""cpv"": 0.121}, {""x"": 0.9243, ""cpv"": 0.106}, {""x"": 0.8725, ""cpv"": 0.081}, {""x"": 0.8206, ""cpv"": 0.061}, {""x"": 0.7681, ""cpv"": 0.049}, {""x"": 0.7154, ""cpv"": 0.042}, {""x"": 0.6628, ""cpv"": 0.039}, {""x"": 0.584, ""cpv"": 0.04}, {""x"": 0.5315, ""cpv"": 0.046}, {""x"": 0.4791, ""cpv"": 0.054}, {""x"": 0.4269, ""cpv"": 0.066}, {""x"": 0.375, ""cpv"": 0.085}, {""x"": 0.3237, ""cpv"": 0.114}, {""x"": 0.2729, ""cpv"": 0.159}, {""x"": 0.2226, ""cpv"": 0.222}, {""x"": 0.1495, ""cpv"": 0.368}, {""x"": 0.1037, ""cpv"": 0.514}, {""x"": 0.0645, ""cpv"": 0.708}, {""x"": 0.0371, ""cpv"": 0.903}, {""x"": 0.0202, ""cpv"": 1.0}, {""x"": 0.0099, ""cpv"": 0.839}, {""x"": 0.0039, ""cpv"": 0.17}, {""x"": 0.0002, ""cpv"": -2.444}, {""x"": 0.0, ""cpv"": -3.616}, {""x"": 0.0029, ""cpv"": -4.677}, {""x"": 0.0079, ""cpv"": -4.403}, {""x"": 0.0166, ""cpv"": -3.894}, {""x"": 0.031, ""cpv"": -3.566}, {""x"": 0.0544, ""cpv"": -2.304}, {""x"": 0.0903, ""cpv"": -1.785}, {""x"": 0.1356, ""cpv"": -1.427}, {""x"": 0.2098, ""cpv"": -1.071}, {""x"": 0.261, ""cpv"": -0.904}, {""x"": 0.313, ""cpv"": -0.772}, {""x"": 0.3655, ""cpv"": -0.665}, {""x"": 0.4183, ""cpv"": -0.574}, {""x"": 0.4711, ""cpv"": -0.494}, {""x"": 0.5241, ""cpv"": -0.422}, {""x"": 0.5773, ""cpv"": -0.355}, {""x"": 0.6572, ""cpv"": -0.262}, {""x"": 0.7105, ""cpv"": -0.204}, {""x"": 0.7641, ""cpv"": -0.147}, {""x"": 0.8175, ""cpv"": -0.09}, {""x"": 0.8703, ""cpv"": -0.031}, {""x"": 0.9231, ""cpv"": 0.031}, {""x"": 0.9711, ""cpv"": 0.09}, {""x"": 1.0, ""cpv"": 0.126}]",0
naca1412,500000,-8,-0.7925,0.01448,-0.0214,airfoil/naca1412_sdf_500000_0.0_-8.jpg,2021-11-19 09:55:15.331828 +00:00,2021-11-19 09:55:15.331828 +00:00,"[{""x"": 1.0, ""cpv"": 0.139}, {""x"": 0.9714, ""cpv"": 0.105}, {""x"": 0.9243, ""cpv"": 0.094}, {""x"": 0.8725, ""cpv"": 0.071}, {""x"": 0.8206, ""cpv"": 0.048}, {""x"": 0.7681, ""cpv"": 0.032}, {""x"": 0.7154, ""cpv"": 0.021}, {""x"": 0.6628, ""cpv"": 0.014}, {""x"": 0.584, ""cpv"": 0.01}, {""x"": 0.5315, ""cpv"": 0.012}, {""x"": 0.4791, ""cpv"": 0.016}, {""x"": 0.4269, ""cpv"": 0.024}, {""x"": 0.375, ""cpv"": 0.037}, {""x"": 0.3237, ""cpv"": 0.061}, {""x"": 0.2729, ""cpv"": 0.1}, {""x"": 0.2226, ""cpv"": 0.156}, {""x"": 0.1495, ""cpv"": 0.293}, {""x"": 0.1037, ""cpv"": 0.434}, {""x"": 0.0645, ""cpv"": 0.627}, {""x"": 0.0371, ""cpv"": 0.839}, {""x"": 0.0202, ""cpv"": 0.983}, {""x"": 0.0099, ""cpv"": 0.934}, {""x"": 0.0039, ""cpv"": 0.453}, {""x"": 0.0002, ""cpv"": -1.698}, {""x"": 0.0, ""cpv"": -2.726}, {""x"": 0.0029, ""cpv"": -3.859}, {""x"": 0.0079, ""cpv"": -3.755}, {""x"": 0.0166, ""cpv"": -3.401}, {""x"": 0.031, ""cpv"": -3.028}, {""x"": 0.0544, ""cpv"": -2.066}, {""x"": 0.0903, ""cpv"": -1.613}, {""x"": 0.1356, ""cpv"": -1.303}, {""x"": 0.2098, ""cpv"": -0.987}, {""x"": 0.261, ""cpv"": -0.837}, {""x"": 0.313, ""cpv"": -0.716}, {""x"": 0.3655, ""cpv"": -0.618}, {""x"": 0.4183, ""cpv"": -0.535}, {""x"": 0.4711, ""cpv"": -0.462}, {""x"": 0.5241, ""cpv"": -0.395}, {""x"": 0.5773, ""cpv"": -0.333}, {""x"": 0.6572, ""cpv"": -0.247}, {""x"": 0.7105, ""cpv"": -0.193}, {""x"": 0.7641, ""cpv"": -0.139}, {""x"": 0.8175, ""cpv"": -0.085}, {""x"": 0.8703, ""cpv"": -0.028}, {""x"": 0.9231, ""cpv"": 0.035}, {""x"": 0.9711, ""cpv"": 0.099}, {""x"": 1.0, ""cpv"": 0.139}]",0
naca1412,500000,-7,-0.6661,0.01299,-0.0253,airfoil/naca1412_sdf_500000_0.0_-7.jpg,2021-11-19 09:55:15.331828 +00:00,2021-11-19 09:55:15.331828 +00:00,"[{""x"": 1.0, ""cpv"": 0.158}, {""x"": 0.9714, ""cpv"": 0.08}, {""x"": 0.9243, ""cpv"": 0.068}, {""x"": 0.8725, ""cpv"": 0.047}, {""x"": 0.8206, ""cpv"": 0.024}, {""x"": 0.7681, ""cpv"": 0.006}, {""x"": 0.7154, ""cpv"": -0.008}, {""x"": 0.6628, ""cpv"": -0.018}, {""x"": 0.584, ""cpv"": -0.027}, {""x"": 0.5315, ""cpv"": -0.03}, {""x"": 0.4791, ""cpv"": -0.03}, {""x"": 0.4269, ""cpv"": -0.027}, {""x"": 0.375, ""cpv"": -0.018}, {""x"": 0.3237, ""cpv"": -0.001}, {""x"": 0.2729, ""cpv"": 0.032}, {""x"": 0.2226, ""cpv"": 0.081}, {""x"": 0.1495, ""cpv"": 0.205}, {""x"": 0.1037, ""cpv"": 0.337}, {""x"": 0.0645, ""cpv"": 0.526}, {""x"": 0.0371, ""cpv"": 0.75}, {""x"": 0.0202, ""cpv"": 0.934}, {""x"": 0.0099, ""cpv"": 0.99}, {""x"": 0.0039, ""cpv"": 0.696}, {""x"": 0.0002, ""cpv"": -0.977}, {""x"": 0.0, ""cpv"": -1.849}, {""x"": 0.0029, ""cpv"": -3.019}, {""x"": 0.0079, ""cpv"": -3.072}, {""x"": 0.0166, ""cpv"": -2.888}, {""x"": 0.031, ""cpv"": -2.477}, {""x"": 0.0544, ""cpv"": -1.803}, {""x"": 0.0903, ""cpv"": -1.428}, {""x"": 0.1356, ""cpv"": -1.165}, {""x"": 0.2098, ""cpv"": -0.891}, {""x"": 0.261, ""cpv"": -0.758}, {""x"": 0.313, ""cpv"": -0.65}, {""x"": 0.3655, ""cpv"": -0.562}, {""x"": 0.4183, ""cpv"": -0.487}, {""x"": 0.4711, ""cpv"": -0.421}, {""x"": 0.5241, ""cpv"": -0.36}, {""x"": 0.5773, ""cpv"": -0.303}, {""x"": 0.6572, ""cpv"": -0.223}, {""x"": 0.7105, ""cpv"": -0.172}, {""x"": 0.7641, ""cpv"": -0.122}, {""x"": 0.8175, ""cpv"": -0.071}, {""x"": 0.8703, ""cpv"": -0.015}, {""x"": 0.9231, ""cpv"": 0.047}, {""x"": 0.9711, ""cpv"": 0.114}, {""x"": 1.0, ""cpv"": 0.158}]",0
naca1412,500000,-6,-0.5374,0.01159,-0.0295,airfoil/naca1412_sdf_500000_0.0_-6.jpg,2021-11-19 09:55:15.331828 +00:00,2021-11-19 09:55:15.331828 +00:00,"[{""x"": 1.0, ""cpv"": 0.177}, {""x"": 0.9714, ""cpv"": 0.064}, {""x"": 0.9243, ""cpv"": 0.04}, {""x"": 0.8725, ""cpv"": 0.02}, {""x"": 0.8206, ""cpv"": -0.002}, {""x"": 0.7681, ""cpv"": -0.022}, {""x"": 0.7154, ""cpv"": -0.038}, {""x"": 0.6628, ""cpv"": -0.051}, {""x"": 0.584, ""cpv"": -0.066}, {""x"": 0.5315, ""cpv"": -0.072}, {""x"": 0.4791, ""cpv"": -0.077}, {""x"": 0.4269, ""cpv"": -0.079}, {""x"": 0.375, ""cpv"": -0.076}, {""x"": 0.3237, ""cpv"": -0.065}, {""x"": 0.2729, ""cpv"": -0.039}, {""x"": 0.2226, ""cpv"": 0.001}, {""x"": 0.1495, ""cpv"": 0.111}, {""x"": 0.1037, ""cpv"": 0.232}, {""x"": 0.0645, ""cpv"": 0.413}, {""x"": 0.0371, ""cpv"": 0.642}, {""x"": 0.0202, ""cpv"": 0.853}, {""x"": 0.0099, ""cpv"": 0.996}, {""x"": 0.0039, ""cpv"": 0.871}, {""x"": 0.0002, ""cpv"": -0.363}, {""x"": 0.0, ""cpv"": -1.079}, {""x"": 0.0029, ""cpv"": -2.248}, {""x"": 0.0079, ""cpv"": -2.432}, {""x"": 0.0166, ""cpv"": -2.408}, {""x"": 0.031, ""cpv"": -2.005}, {""x"": 0.0544, ""cpv"": -1.664}, {""x"": 0.0903, ""cpv"": -1.242}, {""x"": 0.1356, ""cpv"": -1.027}, {""x"": 0.2098, ""cpv"": -0.794}, {""x"": 0.261, ""cpv"": -0.678}, {""x"": 0.313, ""cpv"": -0.583}, {""x"": 0.3655, ""cpv"": -0.505}, {""x"": 0.4183, ""cpv"": -0.438}, {""x"": 0.4711, ""cpv"": -0.378}, {""x"": 0.5241, ""cpv"": -0.323}, {""x"": 0.5773, ""cpv"": -0.271}, {""x"": 0.6572, ""cpv"": -0.198}, {""x"": 0.7105, ""cpv"": -0.151}, {""x"": 0.7641, ""cpv"": -0.104}, {""x"": 0.8175, ""cpv"": -0.055}, {""x"": 0.8703, ""cpv"": -0.002}, {""x"": 0.9231, ""cpv"": 0.06}, {""x"": 0.9711, ""cpv"": 0.129}, {""x"": 1.0, ""cpv"": 0.177}]",0
naca1412,500000,-5,-0.4193,0.01042,-0.031,airfoil/naca1412_sdf_500000_0.0_-5.jpg,2021-11-19 09:55:15.331828 +00:00,2021-11-19 09:55:15.331828 +00:00,"[{""x"": 1.0, ""cpv"": 0.189}, {""x"": 0.9714, ""cpv"": 0.103}, {""x"": 0.9243, ""cpv"": 0.015}, {""x"": 0.8725, ""cpv"": -0.004}, {""x"": 0.8206, ""cpv"": -0.025}, {""x"": 0.7681, ""cpv"": -0.046}, {""x"": 0.7154, ""cpv"": -0.064}, {""x"": 0.6628, ""cpv"": -0.08}, {""x"": 0.584, ""cpv"": -0.1}, {""x"": 0.5315, ""cpv"": -0.111}, {""x"": 0.4791, ""cpv"": -0.12}, {""x"": 0.4269, ""cpv"": -0.127}, {""x"": 0.375, ""cpv"": -0.131}, {""x"": 0.3237, ""cpv"": -0.126}, {""x"": 0.2729, ""cpv"": -0.108}, {""x"": 0.2226, ""cpv"": -0.076}, {""x"": 0.1495, ""cpv"": 0.017}, {""x"": 0.1037, ""cpv"": 0.126}, {""x"": 0.0645, ""cpv"": 0.294}, {""x"": 0.0371, ""cpv"": 0.519}, {""x"": 0.0202, ""cpv"": 0.744}, {""x"": 0.0099, ""cpv"": 0.954}, {""x"": 0.0039, ""cpv"": 0.969}, {""x"": 0.0002, ""cpv"": 0.123}, {""x"": 0.0, ""cpv"": -0.453}, {""x"": 0.0029, ""cpv"": -1.58}, {""x"": 0.0079, ""cpv"": -1.863}, {""x"": 0.0166, ""cpv"": -1.961}, {""x"": 0.031, ""cpv"": -1.63}, {""x"": 0.0544, ""cpv"": -1.372}, {""x"": 0.0903, ""cpv"": -1.141}, {""x"": 0.1356, ""cpv"": -0.89}, {""x"": 0.2098, ""cpv"": -0.7}, {""x"": 0.261, ""cpv"": -0.602}, {""x"": 0.313, ""cpv"": -0.52}, {""x"": 0.3655, ""cpv"": -0.452}, {""x"": 0.4183, ""cpv"": -0.392}, {""x"": 0.4711, ""cpv"": -0.339}, {""x"": 0.5241, ""cpv"": -0.29}, {""x"": 0.5773, ""cpv"": -0.242}, {""x"": 0.6572, ""cpv"": -0.175}, {""x"": 0.7105, ""cpv"": -0.132}, {""x"": 0.7641, ""cpv"": -0.089}, {""x"": 0.8175, ""cpv"": -0.043}, {""x"": 0.8703, ""cpv"": 0.007}, {""x"": 0.9231, ""cpv"": 0.067}, {""x"": 0.9711, ""cpv"": 0.137}, {""x"": 1.0, ""cpv"": 0.189}]",0
naca1412,500000,-4,-0.3068,0.00946,-0.031,airfoil/naca1412_sdf_500000_0.0_-4.jpg,2021-11-19 09:55:15.331828 +00:00,2021-11-19 09:55:15.331828 +00:00,"[{""x"": 1.0, ""cpv"": 0.197}, {""x"": 0.9714, ""cpv"": 0.124}, {""x"": 0.9243, ""cpv"": 0.024}, {""x"": 0.8725, ""cpv"": -0.028}, {""x"": 0.8206, ""cpv"": -0.047}, {""x"": 0.7681, ""cpv"": -0.068}, {""x"": 0.7154, ""cpv"": -0.089}, {""x"": 0.6628, ""cpv"": -0.108}, {""x"": 0.584, ""cpv"": -0.133}, {""x"": 0.5315, ""cpv"": -0.148}, {""x"": 0.4791, ""cpv"": -0.162}, {""x"": 0.4269, ""cpv"": -0.175}, {""x"": 0.375, ""cpv"": -0.184}, {""x"": 0.3237, ""cpv"": -0.187}, {""x"": 0.2729, ""cpv"": -0.176}, {""x"": 0.2226, ""cpv"": -0.154}, {""x"": 0.1495, ""cpv"": -0.077}, {""x"": 0.1037, ""cpv"": 0.016}, {""x"": 0.0645, ""cpv"": 0.167}, {""x"": 0.0371, ""cpv"": 0.383}, {""x"": 0.0202, ""cpv"": 0.609}, {""x"": 0.0099, ""cpv"": 0.867}, {""x"": 0.0039, ""cpv"": 1.0}, {""x"": 0.0002, ""cpv"": 0.494}, {""x"": 0.0, ""cpv"": 0.055}, {""x"": 0.0029, ""cpv"": -0.998}, {""x"": 0.0079, ""cpv"": -1.351}, {""x"": 0.0166, ""cpv"": -1.544}, {""x"": 0.031, ""cpv"": -1.309}, {""x"": 0.0544, ""cpv"": -1.137}, {""x"": 0.0903, ""cpv"": -0.955}, {""x"": 0.1356, ""cpv"": -0.822}, {""x"": 0.2098, ""cpv"": -0.605}, {""x"": 0.261, ""cpv"": -0.526}, {""x"": 0.313, ""cpv"": -0.458}, {""x"": 0.3655, ""cpv"": -0.4}, {""x"": 0.4183, ""cpv"": -0.348}, {""x"": 0.4711, ""cpv"": -0.302}, {""x"": 0.5241, ""cpv"": -0.257}, {""x"": 0.5773, ""cpv"": -0.215}, {""x"": 0.6572, ""cpv"": -0.154}, {""x"": 0.7105, ""cpv"": -0.115}, {""x"": 0.7641, ""cpv"": -0.075}, {""x"": 0.8175, ""cpv"": -0.033}, {""x"": 0.8703, ""cpv"": 0.014}, {""x"": 0.9231, ""cpv"": 0.071}, {""x"": 0.9711, ""cpv"": 0.142}, {""x"": 1.0, ""cpv"": 0.197}]",0
naca1412,500000,-3,-0.1993,0.0086,-0.0299,airfoil/naca1412_sdf_500000_0.0_-3.jpg,2021-11-19 09:55:15.331828 +00:00,2021-11-19 09:55:15.331828 +00:00,"[{""x"": 1.0, ""cpv"": 0.2}, {""x"": 0.9714, ""cpv"": 0.124}, {""x"": 0.9243, ""cpv"": 0.053}, {""x"": 0.8725, ""cpv"": -0.029}, {""x"": 0.8206, ""cpv"": -0.072}, {""x"": 0.7681, ""cpv"": -0.091}, {""x"": 0.7154, ""cpv"": -0.112}, {""x"": 0.6628, ""cpv"": -0.134}, {""x"": 0.584, ""cpv"": -0.165}, {""x"": 0.5315, ""cpv"": -0.184}, {""x"": 0.4791, ""cpv"": -0.202}, {""x"": 0.4269, ""cpv"": -0.22}, {""x"": 0.375, ""cpv"": -0.236}, {""x"": 0.3237, ""cpv"": -0.246}, {""x"": 0.2729, ""cpv"": -0.244}, {""x"": 0.2226, ""cpv"": -0.231}, {""x"": 0.1495, ""cpv"": -0.174}, {""x"": 0.1037, ""cpv"": -0.098}, {""x"": 0.0645, ""cpv"": 0.033}, {""x"": 0.0371, ""cpv"": 0.233}, {""x"": 0.0202, ""cpv"": 0.449}, {""x"": 0.0099, ""cpv"": 0.739}, {""x"": 0.0039, ""cpv"": 0.968}, {""x"": 0.0002, ""cpv"": 0.761}, {""x"": 0.0, ""cpv"": 0.447}, {""x"": 0.0029, ""cpv"": -0.497}, {""x"": 0.0079, ""cpv"": -0.897}, {""x"": 0.0166, ""cpv"": -1.161}, {""x"": 0.031, ""cpv"": -1.02}, {""x"": 0.0544, ""cpv"": -0.926}, {""x"": 0.0903, ""cpv"": -0.793}, {""x"": 0.1356, ""cpv"": -0.682}, {""x"": 0.2098, ""cpv"": -0.559}, {""x"": 0.261, ""cpv"": -0.461}, {""x"": 0.313, ""cpv"": -0.389}, {""x"": 0.3655, ""cpv"": -0.345}, {""x"": 0.4183, ""cpv"": -0.303}, {""x"": 0.4711, ""cpv"": -0.264}, {""x"": 0.5241, ""cpv"": -0.226}, {""x"": 0.5773, ""cpv"": -0.188}, {""x"": 0.6572, ""cpv"": -0.134}, {""x"": 0.7105, ""cpv"": -0.098}, {""x"": 0.7641, ""cpv"": -0.062}, {""x"": 0.8175, ""cpv"": -0.024}, {""x"": 0.8703, ""cpv"": 0.019}, {""x"": 0.9231, ""cpv"": 0.074}, {""x"": 0.9711, ""cpv"": 0.143}, {""x"": 1.0, ""cpv"": 0.2}]",0
naca1412,500000,-2,-0.0926,0.00795,-0.0286,airfoil/naca1412_sdf_500000_0.0_-2.jpg,2021-11-19 09:55:15.331828 +00:00,2021-11-19 09:55:15.331828 +00:00,"[{""x"": 1.0, ""cpv"": 0.203}, {""x"": 0.9714, ""cpv"": 0.122}, {""x"": 0.9243, ""cpv"": 0.047}, {""x"": 0.8725, ""cpv"": -0.004}, {""x"": 0.8206, ""cpv"": -0.065}, {""x"": 0.7681, ""cpv"": -0.12}, {""x"": 0.7154, ""cpv"": -0.139}, {""x"": 0.6628, ""cpv"": -0.161}, {""x"": 0.584, ""cpv"": -0.196}, {""x"": 0.5315, ""cpv"": -0.219}, {""x"": 0.4791, ""cpv"": -0.243}, {""x"": 0.4269, ""cpv"": -0.266}, {""x"": 0.375, ""cpv"": -0.288}, {""x"": 0.3237, ""cpv"": -0.305}, {""x"": 0.2729, ""cpv"": -0.312}, {""x"": 0.2226, ""cpv"": -0.309}, {""x"": 0.1495, ""cpv"": -0.273}, {""x"": 0.1037, ""cpv"": -0.216}, {""x"": 0.0645, ""cpv"": -0.11}, {""x"": 0.0371, ""cpv"": 0.068}, {""x"": 0.0202, ""cpv"": 0.262}, {""x"": 0.0099, ""cpv"": 0.567}, {""x"": 0.0039, ""cpv"": 0.873}, {""x"": 0.0002, ""cpv"": 0.929}, {""x"": 0.0, ""cpv"": 0.733}, {""x"": 0.0029, ""cpv"": -0.069}, {""x"": 0.0079, ""cpv"": -0.49}, {""x"": 0.0166, ""cpv"": -0.807}, {""x"": 0.031, ""cpv"": -0.752}, {""x"": 0.0544, ""cpv"": -0.728}, {""x"": 0.0903, ""cpv"": -0.644}, {""x"": 0.1356, ""cpv"": -0.566}, {""x"": 0.2098, ""cpv"": -0.465}, {""x"": 0.261, ""cpv"": -0.41}, {""x"": 0.313, ""cpv"": -0.364}, {""x"": 0.3655, ""cpv"": -0.321}, {""x"": 0.4183, ""cpv"": -0.249}, {""x"": 0.4711, ""cpv"": -0.219}, {""x"": 0.5241, ""cpv"": -0.19}, {""x"": 0.5773, ""cpv"": -0.159}, {""x"": 0.6572, ""cpv"": -0.112}, {""x"": 0.7105, ""cpv"": -0.081}, {""x"": 0.7641, ""cpv"": -0.049}, {""x"": 0.8175, ""cpv"": -0.014}, {""x"": 0.8703, ""cpv"": 0.025}, {""x"": 0.9231, ""cpv"": 0.076}, {""x"": 0.9711, ""cpv"": 0.143}, {""x"": 1.0, ""cpv"": 0.203}]",0
naca1412,500000,-1,0.0132,0.00749,-0.0271,airfoil/naca1412_sdf_500000_0.0_-1.jpg,2021-11-19 09:55:15.331828 +00:00,2021-11-19 09:55:15.331828 +00:00,"[{""x"": 1.0, ""cpv"": 0.204}, {""x"": 0.9714, ""cpv"": 0.122}, {""x"": 0.9243, ""cpv"": 0.04}, {""x"": 0.8725, ""cpv"": -0.016}, {""x"": 0.8206, ""cpv"": -0.057}, {""x"": 0.7681, ""cpv"": -0.097}, {""x"": 0.7154, ""cpv"": -0.174}, {""x"": 0.6628, ""cpv"": -0.192}, {""x"": 0.584, ""cpv"": -0.228}, {""x"": 0.5315, ""cpv"": -0.255}, {""x"": 0.4791, ""cpv"": -0.283}, {""x"": 0.4269, ""cpv"": -0.312}, {""x"": 0.375, ""cpv"": -0.34}, {""x"": 0.3237, ""cpv"": -0.365}, {""x"": 0.2729, ""cpv"": -0.381}, {""x"": 0.2226, ""cpv"": -0.389}, {""x"": 0.1495, ""cpv"": -0.374}, {""x"": 0.1037, ""cpv"": -0.339}, {""x"": 0.0645, ""cpv"": -0.261}, {""x"": 0.0371, ""cpv"": -0.111}, {""x"": 0.0202, ""cpv"": 0.051}, {""x"": 0.0099, ""cpv"": 0.355}, {""x"": 0.0039, ""cpv"": 0.719}, {""x"": 0.0002, ""cpv"": 0.998}, {""x"": 0.0, ""cpv"": 0.917}, {""x"": 0.0029, ""cpv"": 0.287}, {""x"": 0.0079, ""cpv"": -0.133}, {""x"": 0.0166, ""cpv"": -0.483}, {""x"": 0.031, ""cpv"": -0.505}, {""x"": 0.0544, ""cpv"": -0.54}, {""x"": 0.0903, ""cpv"": -0.502}, {""x"": 0.1356, ""cpv"": -0.456}, {""x"": 0.2098, ""cpv"": -0.383}, {""x"": 0.261, ""cpv"": -0.339}, {""x"": 0.313, ""cpv"": -0.299}, {""x"": 0.3655, ""cpv"": -0.265}, {""x"": 0.4183, ""cpv"": -0.235}, {""x"": 0.4711, ""cpv"": -0.213}, {""x"": 0.5241, ""cpv"": -0.166}, {""x"": 0.5773, ""cpv"": -0.121}, {""x"": 0.6572, ""cpv"": -0.086}, {""x"": 0.7105, ""cpv"": -0.06}, {""x"": 0.7641, ""cpv"": -0.033}, {""x"": 0.8175, ""cpv"": -0.003}, {""x"": 0.8703, ""cpv"": 0.032}, {""x"": 0.9231, ""cpv"": 0.078}, {""x"": 0.9711, ""cpv"": 0.143}, {""x"": 1.0, ""cpv"": 0.204}]",0
